weather,base,visibility,dt,timezone,id,name,cod,coord.lon,coord.lat,main.temp,main.feels_like,main.temp_min,main.temp_max,main.pressure,main.humidity,wind.speed,wind.deg,clouds.all,sys.type,sys.id,sys.country,sys.sunrise,sys.sunset
"[{'id': 801, 'main': 'Clouds', 'description': 'few clouds', 'icon': '02d'}]",stations,10000,1718388352,3600,2643743,London,200,-0.1257,51.5085,16.79,16.12,14.32,17.79,1000,61,5.66,210,20,2,2091269,GB,1718336572,1718396336
